# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 5.49848e+01 1.56361e-02 1.17466e-03
7.5 4.66110e+01 1.68718e-02 1.35233e-03
15 4.12381e+01 1.71794e-02 8.05895e-04
25 3.55304e+01 1.84192e-02 1.11297e-03
35 3.17632e+01 1.81924e-02 1.21559e-03
45 2.81133e+01 1.61061e-02 8.71112e-04
55 2.32804e+01 1.85349e-02 1.31336e-03
65 1.84463e+01 1.76031e-02 1.11538e-03
75 1.33664e+01 1.59431e-02 1.04115e-03
85 8.11515e+00 1.50597e-02 1.13729e-03
95 3.96058e+00 1.32692e-02 1.09940e-03
