# cen dN/dy dN/dy_err(Lambda, Lambdabar, Xi^-, Xibar^+, Omega, Omegabar, phi)
2.5 4.10408e-01 9.73108e-03 3.97086e-01 9.55460e-03 8.51236e-02 1.97073e-03 8.33972e-02 1.95227e-03 1.70163e-02 3.91869e-04 1.69375e-02 4.07632e-04 0.00000e+00 0.00000e+00
7.5 3.36801e-01 3.59076e-03 3.10434e-01 3.65031e-03 6.79302e-02 5.46418e-04 6.53874e-02 6.62042e-04 1.36208e-02 1.69351e-04 1.34248e-02 1.76889e-04 0.00000e+00 0.00000e+00
15 2.96082e-01 2.56198e-03 2.70007e-01 2.24729e-03 6.03672e-02 4.01349e-04 5.71328e-02 4.96267e-04 1.21360e-02 1.00552e-04 1.19069e-02 1.13415e-04 0.00000e+00 0.00000e+00
25 2.54643e-01 1.57449e-03 2.41400e-01 1.68509e-03 5.28403e-02 2.94120e-04 5.09306e-02 3.47762e-04 1.06904e-02 8.42215e-05 1.05676e-02 9.93707e-05 0.00000e+00 0.00000e+00
35 2.30312e-01 1.61559e-03 2.13818e-01 1.72137e-03 4.70483e-02 2.52493e-04 4.52728e-02 3.53535e-04 9.59661e-03 7.66191e-05 9.38262e-03 8.70566e-05 0.00000e+00 0.00000e+00
45 2.06361e-01 1.33726e-03 1.93187e-01 1.49853e-03 4.25216e-02 2.05980e-04 4.09268e-02 3.13032e-04 8.60345e-03 7.34004e-05 8.54490e-03 8.12538e-05 0.00000e+00 0.00000e+00
55 1.78931e-01 1.39905e-03 1.70025e-01 1.39402e-03 3.68893e-02 2.40686e-04 3.59762e-02 3.08811e-04 7.67097e-03 6.69263e-05 7.53758e-03 7.93877e-05 0.00000e+00 0.00000e+00
65 1.45668e-01 1.38752e-03 1.40488e-01 1.33117e-03 3.01844e-02 2.63962e-04 2.96529e-02 2.96181e-04 6.29846e-03 6.50795e-05 6.28048e-03 6.69521e-05 0.00000e+00 0.00000e+00
75 1.09505e-01 1.43267e-03 1.02206e-01 1.62791e-03 2.24758e-02 2.78390e-04 2.16155e-02 3.34907e-04 4.69592e-03 6.24426e-05 4.62051e-03 7.57135e-05 0.00000e+00 0.00000e+00
85 6.90868e-02 1.12368e-03 6.70754e-02 1.11505e-03 1.43976e-02 2.27079e-04 1.41893e-02 2.33996e-04 3.08547e-03 5.19722e-05 3.07674e-03 5.36652e-05 0.00000e+00 0.00000e+00
95 3.47489e-02 1.20470e-03 3.33329e-02 1.19936e-03 7.22217e-03 2.51645e-04 7.09941e-03 2.56177e-04 1.59063e-03 5.55294e-05 1.58329e-03 5.66055e-05 0.00000e+00 0.00000e+00
