# type  value  stat. err
v4_L  9.3372431132e-03  1.0627061378e-03
v4(Psi2)  7.2658421971e-03  8.7947891372e-04
rho_422  6.1412713221e-01  8.1455857833e-02
chi_422  1.0826678503e+00  9.0480991727e-02
v5_L  4.4413950072e-03  6.7850462831e-04
v5(Psi23)  4.0502873024e-03  4.1896368553e-04
rho_523  6.7382472138e-01  8.3756682373e-02
chi_523  2.0006493780e+00  1.6318863509e-01
v6_L  1.7978814200e-05  2.4062146626e-06
v6(Psi2)  9.3999117469e-04  3.5185889265e-04
v6(Psi3)  1.1124174279e-03  3.5027140642e-04
rho_6222  2.4084176097e-01  9.2137220459e-02
rho_633  2.8502030604e-01  9.2525770658e-02
chi_6222  1.2912092844e+00  4.5436270206e-01
chi_633  9.2410797947e-01  2.7783380336e-01
