#correlator  value  value_err
4(24)  7.60501e-01  7.72611e-02
6(23)  2.69846e-01  1.50657e-01
6(26)  4.15189e-01  1.40992e-01
6(36)  3.30192e-01  8.49076e-02
(235)  6.03342e-01  6.41774e-02
(246)  4.05909e-01  7.42779e-02
(234)  -1.15233e-01  8.75616e-02
