# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.1383536004e-01  8.8717619322e-02  5.6992485896e-01  9.9280473752e-02
2  7.1605233237e-01  7.1005769163e-02  5.6750834613e-01  7.8613390915e-02
3  5.9803525403e-01  1.6282093892e-01  6.8768675821e-01  1.5562239593e-01
