# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  3.9089564501e-02  2.1243798586e-01  -6.0832880237e+02  6.0230346892e+04
SC_42  3.9134000759e-02  2.1255352073e-01  -3.4022311259e+02  3.3687891288e+04
