# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.1202949309e-02  6.0649364601e-03  1.1968499362e-02  6.8493104512e-03
SC_42  1.1295379569e-02  6.1208844168e-03  1.2067677406e-02  6.9124317341e-03
