# type  value  stat. err
v4_L  2.5811582513e-02  3.9326689618e-03
v4(Psi2)  2.1491497159e-02  3.3972597039e-03
rho_422  6.3986534551e-01  1.0876822610e-01
chi_422  7.0227327752e-01  8.7862540549e-02
v5_L  1.3337336854e-02  2.7179071401e-03
v5(Psi23)  1.4312953162e-02  1.7310502620e-03
rho_523  7.3160115680e-01  1.0191776210e-01
chi_523  1.4743669472e+00  8.5870371367e-02
v6_L  9.5609314054e-05  1.3775187830e-05
v6(Psi2)  2.7010853134e-03  1.6426361214e-03
v6(Psi3)  1.4326713313e-03  9.1443899226e-04
rho_6222  2.5987885843e-01  1.5896275953e-01
rho_633  1.3784125523e-01  8.8445860084e-02
chi_6222  3.8578684356e-01  2.2834717893e-01
chi_633  2.2455680968e-01  1.3666492487e-01
