# type  value  stat. err
v4_L  1.8372615785e-02  2.6536552300e-03
v4(Psi2)  1.5154207618e-02  2.2223016931e-03
rho_422  6.3630299285e-01  1.0134645093e-01
chi_422  7.6513148292e-01  8.7205385136e-02
v5_L  9.3713418618e-03  1.7910157485e-03
v5(Psi23)  9.7866848707e-03  1.1274706796e-03
rho_523  7.2226702664e-01  9.6948703100e-02
chi_523  1.6746001128e+00  9.0737124666e-02
v6_L  4.6900523269e-05  6.8565539829e-06
v6(Psi2)  1.8052964273e-03  9.5058788678e-04
v6(Psi3)  9.3959575654e-04  6.1904755742e-04
rho_6222  2.5556566118e-01  1.3562164540e-01
rho_633  1.3301328643e-01  8.8073397851e-02
chi_6222  4.6866408774e-01  2.3907619816e-01
chi_633  2.5917081360e-01  1.6333026860e-01
