# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.8384890342e-02  7.3567893530e-03  -6.4915571240e-07  6.7299211317e-07
2  0.0000000000e+00  0.0000000000e+00  2.3829586224e-05  1.6709730062e-05
3  0.0000000000e+00  0.0000000000e+00  3.0004083577e-06  1.9860910793e-06
