# type  value  stat. err
v4_L  1.7128258417e-03  3.7928959650e-04
v4(Psi2)  1.2340641487e-03  3.1704320901e-04
rho_422  5.8456348552e-01  1.6486854556e-01
chi_422  8.3484940636e-01  1.7981517166e-01
v5_L  6.8782892813e-04  5.6797354064e-04
v5(Psi23)  2.8642027747e-04  1.8810093313e-04
rho_523  3.8441512139e-01  3.6813706115e-01
chi_523  1.7794075824e+00  1.1575550993e+00
v6_L  6.7738363365e-06  6.6917532811e-07
v6(Psi2)  3.6025773711e-04  1.5206931305e-04
v6(Psi3)  -3.5656650454e-04  2.0310394665e-04
rho_6222  5.6347037149e-01  5.0931886630e-01
rho_633  -5.5769700434e-01  5.4736921137e-01
chi_6222  4.5312343250e+00  1.5089637434e+00
chi_633  -9.0249041169e+00  4.8971201068e+00
