# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -5.1820647246e-03  4.6743857614e-03  -5.0203894986e-03  4.3872881764e-03
SC_42  -5.1834401505e-03  4.6757014656e-03  -5.0217203989e-03  4.3885225032e-03
