#y  dN/dy  dN/dy_err  vn{2}(y)  vn{2}(y)_err  Re{vn}(y)  Re{vn}(y)_err
-6.9992475510e+00  1.2785707368e-03  3.0323475949e-04  -6.4843806647e-02  4.3805781327e-02  4.6931684087e-03  6.6893719258e-02  1.1556439260e-02  6.6381673716e-02  1.5360197896e-02  5.4050035931e-02  -8.6554649585e-03  4.8671244084e-02  2.7942390043e-02  6.1482115355e-02  -4.4283473636e-02  5.4885307094e-02  -1.5813385496e-02  3.7134220122e-02  -8.1191873710e-02  5.1687750020e-02  -7.9629742179e-02  4.5064200885e-02  9.5472274994e-02  4.6968572140e-02  7.6882130192e-03  5.0865845245e-02  
-6.8894119263e+00  6.6665420309e-04  1.4764117077e-04  -1.3114289369e-01  6.5173422440e-02  -9.3206612887e-02  6.5160533270e-02  -4.9014077655e-02  7.3859827727e-02  -3.3040279057e-02  6.3047572983e-02  4.8721632198e-02  5.7433640652e-02  4.2565740474e-02  5.8330469240e-02  -1.0832491897e-01  7.1053317303e-02  -2.0001437230e-02  4.0978992515e-02  -6.8774000704e-02  9.0671442968e-02  -2.2419292825e-02  8.1616451825e-02  -2.1056225750e-02  7.8725035401e-02  -8.0970844406e-02  8.1666800798e-02  
-6.7890739441e+00  6.5647147130e-04  1.5683757374e-04  1.9416373853e-02  5.8098730947e-02  -2.1067292562e-02  6.2348221841e-02  -4.5242732742e-02  1.5598211666e-01  -5.0942742522e-02  1.4019813517e-01  1.9885361494e-02  9.6747098282e-02  -6.3098992473e-03  7.5573764259e-02  -7.0776098474e-02  1.0917588433e-01  -4.3014681344e-02  7.2156275840e-02  -5.2565988691e-03  8.5297589958e-02  -3.4062755118e-02  6.8523025727e-02  -7.7363301857e-02  1.1452851084e-01  -8.3578720164e-03  8.5386015955e-02  
-6.6844210625e+00  7.2958087549e-04  1.2892905215e-04  -4.0937593979e-02  8.6870731547e-02  -5.5872505816e-02  8.3340253497e-02  9.1681305927e-02  6.6590846091e-02  7.9073650002e-02  6.5349051712e-02  -1.0431432131e-01  7.5364809615e-02  -8.9585069605e-02  7.2596848311e-02  -4.2314241640e-02  6.7827305844e-02  -2.6403951002e-02  7.0649127530e-02  -7.3509454993e-02  8.3695888668e-02  -6.2183531476e-02  7.2622998774e-02  9.4423820626e-02  5.2824308116e-02  -4.3967903404e-03  7.6989790523e-02  
-6.5854873657e+00  8.3172542509e-04  1.4979061962e-04  -8.0005810881e-03  5.4942548039e-02  -7.4446425564e-02  5.8282662258e-02  9.1957532097e-02  8.2290488645e-02  4.2462742487e-02  7.5094694661e-02  2.5621589691e-02  5.7450683673e-02  5.4219725447e-02  5.8345213835e-02  -5.5256330446e-02  6.5462329779e-02  -1.9239364608e-02  5.8968100099e-02  -5.0310686212e-02  4.8125695088e-02  2.6653162384e-02  4.9770733707e-02  -5.2095630377e-02  6.9500287997e-02  -5.4440948352e-02  6.8888159939e-02  
-6.4858169556e+00  8.0903223716e-04  1.3962313824e-04  -7.7356738613e-02  9.9522753123e-02  -9.1593094094e-02  6.2369450009e-02  1.8875245387e-02  6.2270614175e-02  4.1760927418e-02  6.7926989035e-02  4.5062270187e-02  6.5265593965e-02  1.7257649147e-02  7.2255866504e-02  -1.1715862467e-01  7.5695138705e-02  -5.1819359884e-02  6.5088695126e-02  2.0531427076e-03  5.7467205760e-02  -3.0076564640e-03  5.1254221947e-02  1.4744685484e-01  5.1744280507e-02  2.4871043438e-02  6.0042347431e-02  
-6.3815708160e+00  1.1577757541e-03  2.0010019944e-04  -3.4387040779e-02  4.5502278341e-02  -1.4141095360e-03  5.5913128513e-02  -1.5678780557e-02  6.4206613051e-02  1.3729416222e-02  6.7918199193e-02  -5.1265727463e-02  4.5725564862e-02  -3.8946759830e-02  4.1958349243e-02  3.2547546389e-02  5.3337743985e-02  -5.1335109274e-02  7.0979733394e-02  -4.4696556029e-02  5.5361090617e-02  -2.7885182368e-03  4.4498798100e-02  -2.1865527927e-02  7.0491431631e-02  -7.3118453237e-02  7.0839392541e-02  
-6.2811722755e+00  1.1823520763e-03  1.7084363208e-04  7.0453172169e-02  6.8723856920e-02  2.6002737952e-03  5.1453082545e-02  -4.4107741923e-02  6.6761752993e-02  -1.9088125997e-02  6.3907045151e-02  2.0322803720e-02  4.7057040373e-02  2.5083366993e-02  5.3547012680e-02  -4.1489475027e-02  6.3799523090e-02  -1.6670268198e-02  5.0436049255e-02  -5.7478225277e-02  6.3123820401e-02  -4.2087930825e-02  5.9810660049e-02  6.0600686438e-02  4.7022942304e-02  8.8639422833e-02  5.4240608562e-02  
-6.1787886620e+00  1.4268454397e-03  2.0062948170e-04  -3.9434572340e-02  5.1560383807e-02  -9.0636295323e-02  6.3196066042e-02  2.4708026493e-02  5.6181159602e-02  3.7278112718e-02  5.1433787188e-02  9.4466347967e-03  5.5755417691e-02  4.4371034908e-03  5.1419663409e-02  6.1807239428e-02  4.2023591947e-02  6.5170362212e-02  4.8376808189e-02  5.4398890737e-02  5.1761266112e-02  2.6707332895e-02  4.3946147054e-02  5.1656256981e-02  3.7902192320e-02  1.2951635454e-03  4.0059427538e-02  
-6.0744328499e+00  1.9964226522e-03  2.4561348255e-04  3.4887510875e-02  4.1061538191e-02  5.3788969825e-02  3.6834162750e-02  4.1467989681e-02  4.4293530993e-02  2.0718106368e-02  4.2468681680e-02  -8.7181285399e-03  4.9874323654e-02  -7.9136828835e-02  4.5320317848e-02  1.5773597000e-02  3.9300441634e-02  1.5989242592e-02  3.4178541088e-02  -8.0313082775e-03  3.4029554715e-02  3.4308228395e-04  3.5156885788e-02  1.8616905122e-02  3.3921149092e-02  6.3791317105e-02  3.7613675762e-02  
