# type  value  stat. err
v4_L  1.5190521832e-03  3.1184874961e-04
v4(Psi2)  9.1818303346e-04  2.5582521869e-04
rho_422  5.1728994159e-01  1.5916958550e-01
chi_422  8.8569531898e-01  2.1294829177e-01
v5_L  nan  nan
v5(Psi23)  2.4003395426e-04  1.6048854878e-04
rho_523  4.0371025556e+00  2.8468276626e+02
chi_523  2.2278731695e+00  1.4768643586e+00
v6_L  4.9160307205e-06  5.3117239360e-07
v6(Psi2)  4.2011671370e-04  2.1067163497e-04
v6(Psi3)  -3.3989265773e-04  1.9489370200e-04
rho_6222  1.3571101075e+00  3.1215510606e+00
rho_633  -1.0979609861e+00  2.5438582350e+00
chi_6222  8.9238504069e+00  3.8277870766e+00
chi_633  -1.2923275719e+01  7.0943488462e+00
