# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 2.01117e+01 6.10386e-03 4.57450e-04
7.5 1.61516e+01 5.27630e-03 4.65914e-04
15 1.42360e+01 4.48028e-03 3.49231e-04
25 1.24951e+01 4.13707e-03 3.19733e-04
35 1.11871e+01 3.53612e-03 3.02215e-04
45 9.62993e+00 3.15900e-03 2.54956e-04
55 8.08536e+00 1.57554e-03 3.04578e-04
65 6.80684e+00 1.95086e-03 2.73069e-04
75 5.11844e+00 1.40355e-03 4.09609e-04
85 3.16902e+00 1.62150e-03 6.53362e-04
95 1.42014e+00 5.09507e-03 1.15879e-03
