# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 2.01117e+01 3.15834e-02 1.84848e-03
7.5 1.61516e+01 3.03232e-02 1.87252e-03
15 1.42360e+01 2.99716e-02 1.19291e-03
25 1.24951e+01 2.58812e-02 1.17228e-03
35 1.11871e+01 2.57877e-02 9.90211e-04
45 9.62993e+00 2.15965e-02 1.08424e-03
55 8.08536e+00 2.12964e-02 9.72170e-04
65 6.80684e+00 1.69507e-02 8.73533e-04
75 5.11844e+00 1.29859e-02 7.22225e-04
85 3.16902e+00 8.34208e-03 6.93904e-04
95 1.42014e+00 8.27093e-03 1.28165e-03
