# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 2.01117e+01 2.60430e-03 4.91723e-04
7.5 1.61516e+01 1.74155e-03 3.05666e-04
15 1.42360e+01 1.70928e-03 2.19525e-04
25 1.24951e+01 1.51360e-03 2.47601e-04
35 1.11871e+01 1.45872e-03 2.38614e-04
45 9.62993e+00 1.22392e-03 2.61794e-04
55 8.08536e+00 9.07248e-04 3.50961e-04
65 6.80684e+00 1.10650e-03 2.99499e-04
75 5.11844e+00 1.04802e-03 3.15293e-04
85 3.16902e+00 5.46852e-04 6.89369e-04
95 1.42014e+00 2.71073e-03 8.60207e-04
