# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 2.87589e+01 6.64831e-03 4.83536e-04
7.5 2.31186e+01 5.68572e-03 5.01837e-04
15 2.03754e+01 4.87613e-03 3.75378e-04
25 1.78460e+01 4.48943e-03 3.37461e-04
35 1.59458e+01 3.77254e-03 3.16310e-04
45 1.36932e+01 3.38368e-03 2.69592e-04
55 1.14663e+01 1.76481e-03 3.02976e-04
65 9.64583e+00 2.12589e-03 2.71452e-04
75 7.23291e+00 1.76474e-03 5.16349e-04
85 4.46519e+00 2.03268e-03 6.84430e-04
95 1.99799e+00 6.84078e-03 1.64961e-03
