# cen dN/deta(ch)  <pT>  <pT>_err (charged, pi^+, K^+, p)
2.5 2.01117e+01 4.93141e-01 2.92373e-03 3.88416e-01 1.94885e-03 3.87617e-01 1.91012e-03 5.68270e-01 3.51949e-03 5.68481e-01 3.57340e-03 8.43242e-01 5.67855e-03 8.47704e-01 6.32920e-03
7.5 1.61516e+01 4.79390e-01 1.01404e-03 3.77866e-01 5.89654e-04 3.77066e-01 5.86501e-04 5.51191e-01 1.10450e-03 5.50516e-01 1.03415e-03 8.11882e-01 5.16094e-04 8.19050e-01 2.15944e-03
15 1.42360e+01 4.70859e-01 1.06753e-03 3.71431e-01 5.90241e-04 3.70793e-01 6.04745e-04 5.39442e-01 1.14795e-03 5.38949e-01 1.05436e-03 7.97901e-01 2.42072e-03 7.98156e-01 2.28120e-03
25 1.24951e+01 4.62309e-01 7.62990e-04 3.65807e-01 3.71378e-04 3.65131e-01 3.85207e-04 5.28154e-01 8.27451e-04 5.28035e-01 8.24126e-04 7.75491e-01 1.74477e-03 7.76299e-01 1.72242e-03
35 1.11871e+01 4.54994e-01 7.20893e-04 3.60843e-01 3.43735e-04 3.60041e-01 3.54018e-04 5.18334e-01 9.42503e-04 5.17677e-01 7.94976e-04 7.58982e-01 1.84103e-03 7.58395e-01 1.44333e-03
45 9.62993e+00 4.47951e-01 8.55048e-04 3.56169e-01 4.34954e-04 3.55392e-01 4.64824e-04 5.07826e-01 1.06796e-03 5.07777e-01 9.53198e-04 7.39938e-01 1.87977e-03 7.41887e-01 1.78130e-03
55 8.08536e+00 4.40430e-01 8.92407e-04 3.51087e-01 4.46495e-04 3.50381e-01 4.49765e-04 4.97433e-01 1.09422e-03 4.97114e-01 9.28226e-04 7.19673e-01 1.73898e-03 7.21695e-01 1.81387e-03
65 6.80684e+00 4.32864e-01 8.64971e-04 3.45712e-01 4.32598e-04 3.44906e-01 4.36082e-04 4.87004e-01 1.04847e-03 4.86037e-01 8.64576e-04 7.03919e-01 2.20584e-03 7.03881e-01 1.70839e-03
75 5.11844e+00 4.21811e-01 6.88109e-04 3.38298e-01 3.71627e-04 3.37605e-01 4.02319e-04 4.72513e-01 9.77773e-04 4.71507e-01 7.73947e-04 6.75330e-01 1.96337e-03 6.76128e-01 1.40318e-03
85 3.16902e+00 4.07089e-01 6.94039e-04 3.28096e-01 4.52129e-04 3.27563e-01 4.72323e-04 4.52250e-01 9.08650e-04 4.50997e-01 8.84816e-04 6.39692e-01 1.76662e-03 6.38197e-01 1.62725e-03
95 1.42014e+00 3.95077e-01 1.08753e-03 3.18634e-01 6.94246e-04 3.17705e-01 6.91064e-04 4.35541e-01 1.30311e-03 4.33582e-01 1.24932e-03 6.12049e-01 3.83652e-03 6.01871e-01 2.48979e-03
