# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 2.01117e+01 3.53423e-03 5.98639e-04
7.5 1.61516e+01 2.57474e-03 3.95780e-04
15 1.42360e+01 2.58078e-03 2.43352e-04
25 1.24951e+01 2.09352e-03 2.64330e-04
35 1.11871e+01 2.30420e-03 2.56110e-04
45 9.62993e+00 1.73463e-03 3.04475e-04
55 8.08536e+00 1.48723e-03 3.01901e-04
65 6.80684e+00 1.51930e-03 3.42008e-04
75 5.11844e+00 1.83793e-03 3.80665e-04
85 3.16902e+00 1.17400e-03 5.54911e-04
95 1.42014e+00 5.42428e-03 1.60256e-03
