# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 4.75503e+01 5.69868e-03 7.99369e-04
7.5 4.03870e+01 4.32761e-03 5.07844e-04
15 3.64813e+01 4.30250e-03 3.00963e-04
25 3.18953e+01 3.52008e-03 3.56881e-04
35 2.83163e+01 4.00621e-03 3.81207e-04
45 2.37240e+01 3.05367e-03 3.63131e-04
55 1.97001e+01 2.97378e-03 3.23814e-04
65 1.65832e+01 2.61342e-03 4.20803e-04
75 1.23271e+01 3.38973e-03 7.50692e-04
85 7.73770e+00 2.52709e-03 7.50084e-04
95 3.68923e+00 1.08164e-02 2.69553e-03
