# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 2.01117e+01 3.37774e-02 1.97808e-03
7.5 1.61516e+01 3.24796e-02 2.00902e-03
15 1.42360e+01 3.21082e-02 1.27482e-03
25 1.24951e+01 2.78248e-02 1.25802e-03
35 1.11871e+01 2.77204e-02 1.06604e-03
45 9.62993e+00 2.31768e-02 1.16194e-03
55 8.08536e+00 2.28747e-02 1.04678e-03
65 6.80684e+00 1.82347e-02 9.37291e-04
75 5.11844e+00 1.38710e-02 7.69086e-04
85 3.16902e+00 8.90609e-03 7.42563e-04
95 1.42014e+00 9.06601e-03 1.42656e-03
