# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 4.75503e+01 1.23101e-02 9.00860e-04
7.5 4.03870e+01 1.00426e-02 8.19184e-04
15 3.64813e+01 8.96182e-03 6.64487e-04
25 3.18953e+01 8.13239e-03 5.69131e-04
35 2.83163e+01 6.49400e-03 4.99243e-04
45 2.37240e+01 5.77665e-03 4.96956e-04
55 1.97001e+01 3.39192e-03 4.06326e-04
65 1.65832e+01 3.67379e-03 4.60835e-04
75 1.23271e+01 3.83257e-03 8.67216e-04
85 7.73770e+00 4.71665e-03 1.31588e-03
95 3.68923e+00 1.77671e-02 4.53746e-03
