# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 4.75503e+01 4.04249e-04 1.41198e-03
7.5 4.03870e+01 1.53989e-03 5.65199e-04
15 3.64813e+01 1.62544e-03 4.26287e-04
25 3.18953e+01 1.51809e-03 5.09828e-04
35 2.83163e+01 6.40607e-04 9.15876e-04
45 2.37240e+01 1.14900e-03 5.60469e-04
55 1.97001e+01 1.76394e-03 4.37791e-04
65 1.65832e+01 0.00000e+00 0.00000e+00
75 1.23271e+01 2.66941e-03 8.35520e-04
85 7.73770e+00 1.97876e-03 7.07881e-04
95 3.68923e+00 8.80533e-03 2.37269e-03
