# type  value  stat. err
v4_L  4.0517294673e-03  5.5895876376e-04
v4(Psi2)  -2.4324049920e-03  4.8968742216e-04
rho_422  -5.1470848198e-01  1.1272940107e-01
chi_422  -9.0037203556e-01  1.4483006091e-01
v5_L  1.7967681938e-03  4.1075974454e-04
v5(Psi23)  -1.9022961931e-04  7.0177006206e-04
rho_523  -1.0528478027e-01  3.8910758303e-01
chi_523  -1.5091712772e+00  5.5612924687e+00
v6_L  9.2122045627e-06  9.6426448805e-07
v6(Psi2)  -7.2409105192e-04  4.2697732302e-04
v6(Psi3)  1.6626175883e-05  7.7699905064e-04
rho_6222  -8.2035681766e-01  7.1580526279e-01
rho_633  1.8836576837e-02  8.8038213516e-01
chi_6222  -3.8147156774e+00  2.1370427054e+00
chi_633  9.6966671533e-01  4.5315032529e+01
