#correlator  value  value_err
4(24)  -4.69960e-01  9.78366e-02
6(23)  3.51281e-01  2.11501e-01
6(26)  -2.83162e-01  1.38458e-01
6(36)  -6.98134e-02  1.24727e-01
(235)  6.69438e-02  9.59870e-02
(246)  2.57332e-01  8.86393e-02
(234)  -2.23832e-01  1.56376e-01
