# type  value  stat. err
v4_L  6.4405475321e-03  9.2794623492e-04
v4(Psi2)  -4.2518345915e-03  8.1481992394e-04
rho_422  -5.5093907314e-01  1.1479039071e-01
chi_422  -1.1174676893e+00  1.5668426438e-01
v5_L  3.5591893970e-03  5.6727618281e-04
v5(Psi23)  1.0122431416e-03  1.0164589359e-03
rho_523  2.7355459726e-01  2.7687776813e-01
chi_523  3.8341006828e+00  3.8181727403e+00
v6_L  1.7879855845e-05  2.4870936713e-06
v6(Psi2)  -1.5008420649e-03  6.0271538660e-04
v6(Psi3)  -4.2262129264e-04  4.1503527095e-04
rho_6222  -7.6373002198e-01  3.7994108849e-01
rho_633  -2.1505831737e-01  2.2043626615e-01
chi_6222  -4.6273603737e+00  1.6156506490e+00
chi_633  -8.5869788319e+00  8.3361354589e+00
