# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -4.0698049276e-03  2.5130370445e-03  -3.9704986080e-03  2.3930715393e-03
SC_42  -4.0729827564e-03  2.5151114066e-03  -3.9735992768e-03  2.3950503047e-03
