# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  6.2182351383e-01  1.8364681898e-01  6.6479708741e-01  1.8199078969e-01
3  6.3212799243e-01  2.9389110222e-01  6.5428732724e-01  2.9178017851e-01
