#correlator  value  value_err
4(24)  -3.84134e-01  8.86093e-02
6(23)  1.34194e-01  1.59961e-01
6(26)  -3.72267e-01  1.18889e-01
6(36)  -9.05000e-02  8.10339e-02
(235)  1.33530e-01  7.48703e-02
(246)  3.61488e-01  6.69855e-02
(234)  6.46283e-02  7.42492e-02
