# type  value  stat. err
v4_L  4.9168668560e-03  3.9467684761e-04
v4(Psi2)  -1.4735386554e-03  4.4183731712e-04
rho_422  -2.8707594683e-01  8.8353691351e-02
chi_422  -5.2817188128e-01  1.5512619186e-01
v5_L  3.7279466800e-03  3.6318967655e-04
v5(Psi23)  -1.1479068020e-04  4.0728565839e-04
rho_523  -3.0777344668e-02  1.0924128209e-01
chi_523  -5.4138126165e-01  1.9201234798e+00
v6_L  9.4479832889e-06  9.8080913119e-07
v6(Psi2)  -6.1363343753e-04  2.2225961233e-04
v6(Psi3)  -1.4440326714e-06  3.2000184807e-04
rho_6222  -3.8088570612e-01  1.5566346343e-01
rho_633  -8.9631915420e-04  1.9862700902e-01
chi_6222  -3.4670119842e+00  1.2211627219e+00
chi_633  -5.4448008808e-02  1.2065834952e+01
