#pT  dN/(2pi dy pT dpT)  dN/(2pi dy pT dpT)_err  vn{SP}  vn{SP}_err
1.0921081901e-01  1.6837818754e-02  6.0257609985e-04  -4.1847624092e-02  2.2455085147e-02  -6.9140088764e-03  2.2599790236e-02  -1.4413121282e-02  2.1956064587e-02  -2.6638301489e-02  2.1502115392e-02  7.2685065216e-02  2.5890961659e-02  -1.3967430477e-02  3.4238612730e-02  
2.0384563506e-01  1.7805110184e-02  6.0163887089e-04  -1.6508576772e-02  1.2562092664e-02  1.4552237008e-03  1.4778610836e-02  -3.0420936316e-02  1.4105904995e-02  -2.5322219800e-02  1.3780524640e-02  -2.2107101698e-03  1.6453532427e-02  -1.7975949383e-02  2.4338642898e-02  
3.0260169506e-01  1.8566057743e-02  5.9887922573e-04  -1.8040433425e-02  1.4789345435e-02  7.7142233543e-03  1.1856279647e-02  1.7731638907e-03  1.4052030191e-02  1.1982676141e-02  1.4020250260e-02  6.3937245773e-03  1.4109280317e-02  3.8316301019e-02  2.1642082670e-02  
4.0261098742e-01  1.7927385868e-02  5.4928437285e-04  1.1749945861e-02  9.6179291189e-03  2.9495928870e-02  1.2932159397e-02  -5.3654875439e-03  1.3313846070e-02  -1.5203966374e-02  1.2285719876e-02  -1.2947307176e-02  1.1669476226e-02  -5.0700045515e-03  1.6757709551e-02  
5.0084275007e-01  1.6633345842e-02  4.4352459975e-04  -9.6802167898e-03  9.7562632560e-03  8.6958553191e-03  9.9685244465e-03  -1.4517960623e-04  1.1085474571e-02  1.2966831554e-02  1.0445142694e-02  -1.2623407033e-02  1.1354297236e-02  2.1785644828e-02  1.6991365596e-02  
5.9997230768e-01  1.5037014951e-02  3.8261719652e-04  4.4920550905e-03  8.2246343834e-03  1.1028871104e-02  9.7785123961e-03  -8.9920409888e-03  8.0290586311e-03  -1.0645136319e-02  9.7705858253e-03  -1.4006302255e-02  1.0272124805e-02  3.2123454819e-02  1.7547847363e-02  
6.9987535477e-01  1.3307706933e-02  3.0511160003e-04  -1.5286899004e-02  9.0952043719e-03  3.7719878702e-02  9.2570361024e-03  1.2861363883e-02  9.4199352441e-03  1.1821330814e-02  7.4458428679e-03  2.0584029449e-03  1.0297806762e-02  -2.0697846945e-03  1.5039578322e-02  
7.9964220524e-01  1.1751953112e-02  3.0900044546e-04  2.9274567368e-03  8.0350168835e-03  1.6889689093e-02  1.0169553260e-02  -5.9244440147e-04  9.4740699487e-03  2.1962957981e-03  9.9028299000e-03  3.0129158071e-03  9.5306085531e-03  8.1674274937e-03  1.5539253743e-02  
8.9884966612e-01  9.6449909136e-03  2.2027937035e-04  1.6322975066e-02  1.0381625035e-02  3.4388982177e-02  1.0302485765e-02  2.5504019292e-03  1.0176550589e-02  1.2036144973e-02  9.4361946417e-03  8.6249066358e-03  1.3592813779e-02  1.8785041340e-02  1.8973104997e-02  
9.9932628870e-01  8.1261651617e-03  2.1338550035e-04  1.1392132229e-02  1.0266412255e-02  4.9299416959e-02  1.1662630475e-02  1.5968388430e-03  1.2158051266e-02  4.8577669277e-03  1.0548518204e-02  -1.3940978000e-02  1.3241230942e-02  1.8329004877e-03  1.7151070290e-02  
1.0988864899e+00  6.4711027147e-03  1.7306561762e-04  2.5223157026e-02  9.9137140676e-03  6.8354260396e-02  9.9730975594e-03  1.7538704135e-02  1.1028235777e-02  2.8918248850e-03  1.2642864918e-02  2.0827005707e-02  1.1439908440e-02  2.5033352045e-02  1.8064869807e-02  
1.1975710392e+00  4.9369366295e-03  1.2483734784e-04  1.4338223363e-02  1.2716240075e-02  4.8331202975e-02  1.0840913028e-02  -1.2015069411e-02  1.0959385484e-02  2.9249935417e-02  1.3842360898e-02  1.3593338093e-02  1.3683394331e-02  -9.0294182955e-03  1.8025940027e-02  
1.2982127666e+00  3.7617113344e-03  1.0714666873e-04  2.8328172463e-02  1.3756120897e-02  7.2646255038e-02  1.3100666243e-02  2.8428782000e-02  1.2992915347e-02  -3.2276874026e-03  1.3417939045e-02  -1.2607326641e-02  1.5094592540e-02  3.3491146998e-02  2.1957599841e-02  
1.3977521658e+00  2.8119794863e-03  8.6508264428e-05  1.1098261301e-02  1.7979294260e-02  6.7304734269e-02  1.8052068056e-02  1.0145284036e-03  1.6790224952e-02  -1.4070568909e-02  1.5798105298e-02  4.9535482080e-03  1.4881495240e-02  1.2970826230e-02  2.6675908660e-02  
1.4974592924e+00  1.9578333601e-03  6.3696487711e-05  3.4549913847e-02  1.9939253079e-02  7.0306556247e-02  1.7483342855e-02  -1.5430520863e-02  1.8237044664e-02  3.7785887923e-02  1.5116074071e-02  6.1433327132e-03  2.2169635522e-02  -5.4960328145e-03  3.0280830794e-02  
1.5976200104e+00  1.4643601982e-03  5.4725344124e-05  5.6044062157e-02  1.8890312174e-02  5.5831737193e-02  2.0265359164e-02  5.3322888604e-02  2.1135609240e-02  3.1648813131e-02  1.8020335322e-02  3.4253729812e-02  2.0942698003e-02  4.1247424709e-02  3.8536658134e-02  
1.6968517303e+00  9.2266922796e-04  3.9167004402e-05  2.1558005182e-02  2.1803588273e-02  8.2955429020e-02  2.3641786079e-02  -3.5199933482e-02  2.0451761266e-02  6.6785433940e-02  2.1895627932e-02  6.3907524126e-03  3.3637970771e-02  1.2089785211e-03  4.0451329390e-02  
