#correlator  value  value_err
4(24)  -2.65861e-01  8.75293e-02
6(23)  5.23049e-04  2.41416e-01
6(26)  -2.93950e-01  1.21219e-01
6(36)  -4.57493e-02  9.19058e-02
(235)  -3.07180e-02  6.25623e-02
(246)  2.69799e-01  6.71595e-02
(234)  -1.38412e-01  9.16385e-02
