# type  value  stat. err
v4_L  1.6065137698e-02  2.0960588648e-03
v4(Psi2)  1.3106274480e-02  1.8191905651e-03
rho_422  6.3214133014e-01  9.4454318459e-02
chi_422  7.4967670154e-01  6.8852294264e-02
v5_L  6.7703445486e-03  9.0600093670e-04
v5(Psi23)  4.7964634640e-03  8.0466411883e-04
rho_523  5.7808176340e-01  1.0491796028e-01
chi_523  1.2767533790e+00  1.9018999823e-01
v6_L  3.7099525880e-05  6.1481596607e-06
v6(Psi2)  1.4252061659e-03  6.3795464001e-04
v6(Psi3)  2.0600272320e-03  5.7430455611e-04
rho_6222  2.3357729635e-01  1.0596608019e-01
rho_633  3.3761823572e-01  9.7365143458e-02
chi_6222  5.0492028332e-01  2.1316912932e-01
chi_633  1.1386383848e+00  2.7666940121e-01
