# type  value  stat. err
v4_L  8.5809709888e-03  1.1708942561e-03
v4(Psi2)  7.4341662992e-03  9.5195644000e-04
rho_422  6.5479596672e-01  9.1340264347e-02
chi_422  9.6374378200e-01  8.1574367189e-02
v5_L  3.6794824036e-03  4.5133797170e-04
v5(Psi23)  2.4590448313e-03  3.9997404455e-04
rho_523  5.5564729053e-01  9.8027518706e-02
chi_523  1.6932160309e+00  2.4857368115e-01
v6_L  1.1464545919e-05  1.8458858516e-06
v6(Psi2)  7.5204687261e-04  3.3409038361e-04
v6(Psi3)  1.1714309522e-03  3.0056221202e-04
rho_6222  2.3540645630e-01  1.0638131756e-01
rho_633  3.6668247593e-01  9.8867875264e-02
chi_6222  8.9274129397e-01  3.7671021958e-01
chi_633  1.9245251813e+00  4.2039994371e-01
