# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  5.0760067046e-03  2.7111943300e-03  5.2327506751e-03  2.8722143544e-03
SC_42  5.0926965263e-03  2.7196601171e-03  5.2499704819e-03  2.8812106352e-03
