# type  value  stat. err
v4_L  3.7166183524e-03  1.3203811790e-03
v4(Psi2)  2.5869159359e-04  4.0714852082e-03
rho_422  6.9436028322e-02  1.0931000662e+00
chi_422  2.4448570409e+00  3.8467850650e+01
v5_L  nan  nan
v5(Psi23)  -1.6931555480e-03  1.9208453211e-03
rho_523  nan  nan
chi_523  -3.8455424195e+01  3.5673441047e+01
v6_L  -9.5756153670e-04  2.4321373919e-03
v6(Psi2)  4.3178956297e-03  2.9846466983e-03
v6(Psi3)  -3.6611582954e-03  4.7427400943e-03
rho_6222  1.1641523168e+00  9.2251946597e-01
rho_633  -9.8708868330e-01  1.3346807722e+00
chi_6222  2.9884700936e+03  1.1963452008e+03
chi_633  -1.0809908859e+02  1.3149589770e+02
