# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  9.9586098433e-03  7.8673017762e-01  5.9088959921e-03  4.6680278337e-01
3  2.8409795556e+00  1.0890674516e+01  nan  nan
