# type  value  stat. err
v4_L  3.7391457548e-02  4.0461273001e-03
v4(Psi2)  1.9628768939e-02  3.8673734029e-03
rho_422  4.6480148236e-01  9.7723156580e-02
chi_422  5.8813652516e-01  1.0314680307e-01
v5_L  1.9351822414e-02  2.7987209360e-03
v5(Psi23)  1.3358450173e-02  2.4317108153e-03
rho_523  5.6808927594e-01  1.1259027893e-01
chi_523  1.0488868344e+00  1.5021408397e-01
v6_L  1.0893858087e-04  1.4750767761e-05
v6(Psi2)  1.5541365455e-03  1.3577741438e-03
v6(Psi3)  6.0490945945e-03  1.2852985853e-03
rho_6222  1.2189822305e-01  1.0685278046e-01
rho_633  4.7445887833e-01  1.0636869607e-01
chi_6222  1.9506343714e-01  1.6867564689e-01
chi_633  6.6050366688e-01  8.8176771282e-02
