# type  value  stat. err
v4_L  2.1962841602e-02  2.3219661695e-03
v4(Psi2)  1.1596053001e-02  2.1219157601e-03
rho_422  4.6690200417e-01  9.1883460507e-02
chi_422  7.1406514615e-01  1.1555561185e-01
v5_L  1.1057083590e-02  1.5595398996e-03
v5(Psi23)  7.4532023240e-03  1.3595627701e-03
rho_523  5.5894058771e-01  1.1099162732e-01
chi_523  1.3574908995e+00  2.0008706518e-01
v6_L  3.6598833037e-05  5.0659754262e-06
v6(Psi2)  6.8668663421e-04  6.9294852223e-04
v6(Psi3)  3.3500069120e-03  7.0121322045e-04
rho_6222  9.6498368617e-02  9.7624696098e-02
rho_633  4.7076815794e-01  1.0417989208e-01
chi_6222  2.4003071309e-01  2.4047439804e-01
chi_633  9.3984694147e-01  1.2402294196e-01
