# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.3140000594e-08  8.5684682932e-09
2  1.1092962930e-02  1.9550948517e-03  -1.5142244233e-08  1.0675064518e-08
3  0.0000000000e+00  0.0000000000e+00  2.8305991625e-11  1.7374623620e-11
