# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  3.6751498050e-03  2.8281119448e-03  3.7572079900e-03  2.9526943284e-03
SC_42  3.6752641949e-03  2.8282001703e-03  3.7573249351e-03  2.9527865720e-03
