# type  value  stat. err
v4_L  1.5865801450e-03  6.6223318821e-04
v4(Psi2)  1.7482960416e-03  3.0962020786e-04
rho_422  7.4052586826e-01  1.7751988319e-01
chi_422  1.7094112827e+00  2.6856249845e-01
v5_L  nan  nan
v5(Psi23)  1.8809651848e-04  3.5485794009e-04
rho_523  nan  nan
chi_523  2.3708520706e+00  4.4500921031e+00
v6_L  1.0147405517e-05  1.2171114348e-06
v6(Psi2)  2.7821889053e-04  1.9741044006e-04
v6(Psi3)  -1.5698309457e-04  3.8883912973e-04
rho_6222  inf  inf
rho_633  -inf  inf
chi_6222  7.3146593169e+00  5.1176199872e+00
chi_633  -6.6678093910e+00  1.6466385531e+01
