# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  1.8414811999e-02  8.3904158650e-03  -1.1499240513e-07  2.0957783342e-07
2  3.4850194146e-02  1.6189469238e-02  -1.4750977731e-06  2.7409947757e-06
3  1.3731536284e-02  1.3547021865e-03  -3.5553021485e-08  1.4030114313e-08
