# type  value  stat. err
v4_L  6.6511369114e-03  1.7016812249e-03
v4(Psi2)  8.1930280246e-03  9.9032420648e-04
rho_422  7.7637820513e-01  1.0877973590e-01
chi_422  1.2347426829e+00  8.7229619648e-02
v5_L  3.5813017767e-03  6.7195635220e-04
v5(Psi23)  3.3131864806e-03  5.1632126771e-04
rho_523  6.7909525751e-01  1.1632525357e-01
chi_523  2.3665859429e+00  3.2759736582e-01
v6_L  9.7423346862e-06  1.5448274678e-06
v6(Psi2)  1.3224401686e-03  3.8571063359e-04
v6(Psi3)  9.7064585715e-04  2.3901781452e-04
rho_6222  4.3482291876e-01  1.3402719405e-01
rho_633  3.1915172778e-01  8.4786537591e-02
chi_6222  1.8514740645e+00  4.5978151243e-01
chi_633  1.7882657756e+00  4.1454959889e-01
