# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  4.0864758807e-01  8.2688534750e-01  8.1979263894e-01  1.2430938046e+00
2  6.4653705513e-01  1.4398488529e-01  6.4050850098e-01  1.4595453173e-01
3  8.0816900129e-01  5.0238102442e-02  4.5802762910e-01  6.4867759786e-02
