#correlator  value  value_err
4(24)  9.74857e-01  5.05742e-02
6(23)  -3.81555e-02  1.69596e-01
6(26)  6.05194e-01  1.64194e-01
6(36)  2.93087e-01  7.80111e-02
(235)  6.43527e-01  6.48319e-02
(246)  6.25753e-01  8.12565e-02
(234)  -2.46954e-01  1.30845e-01
