# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.7507114007e-01  4.2188674957e+01  1.5809190444e-01  7.2459179949e+00
SC_42  -3.7511095384e-01  4.2192046610e+01  1.5855395252e-01  7.2549197085e+00
