# type  value  stat. err
v4_L  1.2304587975e-02  3.2872313753e-03
v4(Psi2)  1.5579345853e-02  1.8754391740e-03
rho_422  7.8475770092e-01  1.0966403371e-01
chi_422  9.4617398213e-01  6.1931073035e-02
v5_L  6.8302383009e-03  1.2077707709e-03
v5(Psi23)  6.1857417579e-03  1.0141163017e-03
rho_523  6.7127141751e-01  1.1791854047e-01
chi_523  1.5888015075e+00  2.3158131329e-01
v6_L  2.9730048765e-05  4.8760183556e-06
v6(Psi2)  2.6865611087e-03  6.9915345392e-04
v6(Psi3)  1.6541380117e-03  3.9693578971e-04
rho_6222  4.6944427477e-01  1.2772571479e-01
rho_633  2.8904074311e-01  7.3056270032e-02
chi_6222  9.9556629492e-01  2.0484339522e-01
chi_633  9.8003841316e-01  2.1987438089e-01
