# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.0358923989e-02  3.7844762078e-03  1.1027840623e-02  4.2642355431e-03
SC_42  1.0482140584e-02  3.8225400266e-03  1.1159951299e-02  4.3083583653e-03
