# type  value  stat. err
v4_L  3.5596988729e-02  4.5723490471e-03
v4(Psi2)  2.5810423109e-02  4.2559459526e-03
rho_422  5.8700642347e-01  1.0343446458e-01
chi_422  6.6272895782e-01  6.4427347120e-02
v5_L  1.7282655383e-02  3.7102065261e-03
v5(Psi23)  1.7403677878e-02  2.5529388719e-03
rho_523  7.0956959607e-01  1.1750711220e-01
chi_523  1.4369482115e+00  1.4110680034e-01
v6_L  1.4148975612e-04  2.7715277817e-05
v6(Psi2)  2.8943795500e-03  3.6008053380e-03
v6(Psi3)  7.0928631054e-03  1.3615983198e-03
rho_6222  1.9494219918e-01  2.4293393996e-01
rho_633  4.7771838780e-01  9.8044868473e-02
chi_6222  2.5383016773e-01  3.1103113292e-01
chi_633  6.9922437891e-01  8.0155486009e-02
