# type  value  stat. err
v4_L  2.5411907742e-02  3.1468423240e-03
v4(Psi2)  1.8186015847e-02  2.8695804546e-03
rho_422  5.8197225464e-01  9.8674873718e-02
chi_422  7.2719376613e-01  6.7895824344e-02
v5_L  1.2187985984e-02  2.4550292677e-03
v5(Psi23)  1.1830411219e-02  1.7169721953e-03
rho_523  6.9650252148e-01  1.1415584526e-01
chi_523  1.6247601886e+00  1.5929095432e-01
v6_L  6.8705040265e-05  1.4045675676e-05
v6(Psi2)  1.9082569931e-03  2.3210591278e-03
v6(Psi3)  4.8420737155e-03  9.2691727537e-04
rho_6222  1.8807548487e-01  2.2916018334e-01
rho_633  4.7722888746e-01  9.7588570078e-02
chi_6222  3.1626301581e-01  3.7901641737e-01
chi_633  8.4842904028e-01  9.8167130201e-02
