# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  6.8670840726e-03  1.6970010208e-02  7.1994492984e-03  1.8748840911e-02
SC_42  6.8725197444e-03  1.6983400437e-02  7.2051649514e-03  1.8763721272e-02
