# type  value  stat. err
v4_L  4.4941143143e-03  8.4515580086e-04
v4(Psi2)  2.7311661620e-03  7.5712290452e-04
rho_422  5.1933887457e-01  1.5590522049e-01
chi_422  7.9632483130e-01  1.8927091254e-01
v5_L  nan  nan
v5(Psi23)  8.1616388052e-04  4.6332769510e-04
rho_523  1.4836847711e+00  3.9766182515e+00
chi_523  1.0421954577e+00  5.8219634508e-01
v6_L  1.0811764530e-05  2.2843026205e-06
v6(Psi2)  5.6656918599e-04  2.6333204664e-04
v6(Psi3)  -6.9332695263e-04  4.2412626120e-04
rho_6222  4.3433370018e-01  3.3958474597e-01
rho_633  -5.3150659834e-01  4.6623702901e-01
chi_6222  2.0670147088e+00  8.5890245494e-01
chi_633  -1.9053579318e+00  1.1432044051e+00
