# type  value  stat. err
v4_L  2.8892341228e-03  6.4094929571e-04
v4(Psi2)  2.0471848541e-03  4.9115478497e-04
rho_422  5.7813844403e-01  1.5614287007e-01
chi_422  9.3006835252e-01  1.7849773451e-01
v5_L  nan  nan
v5(Psi23)  4.2924901296e-04  2.8664556630e-04
rho_523  nan  nan
chi_523  9.2731435863e-01  6.1332329453e-01
v6_L  5.8418952611e-06  1.1098009271e-06
v6(Psi2)  4.6448699614e-04  2.8021232700e-04
v6(Psi3)  -5.2573864929e-04  2.9163011114e-04
rho_6222  1.0308112052e+00  2.6358104693e+00
rho_633  -1.1667437306e+00  2.9705348734e+00
chi_6222  3.2878594391e+00  1.8544482922e+00
chi_633  -2.6590570614e+00  1.4362679938e+00
