# type  value  stat. err
v4_L  1.8525277835e-02  1.3021666746e-03
v4(Psi2)  1.0018623090e-02  1.2447923414e-03
rho_422  4.7569925789e-01  6.3117170192e-02
chi_422  5.3574260370e-01  5.7650202972e-02
v5_L  8.9239920605e-03  9.6011846211e-04
v5(Psi23)  6.6168008731e-03  7.2664587760e-04
rho_523  5.9560158233e-01  7.3820664328e-02
chi_523  1.0947564496e+00  9.1363201484e-02
v6_L  3.0965745025e-05  4.3505259130e-06
v6(Psi2)  8.2791755293e-04  3.1724296353e-04
v6(Psi3)  2.0725169356e-03  6.2456125741e-04
rho_6222  1.4765954214e-01  5.7757472246e-02
rho_633  3.6963451338e-01  1.1511405154e-01
chi_6222  2.4910668877e-01  9.1972654819e-02
chi_633  6.4485070610e-01  1.8286284563e-01
