# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  9.8132882250e-03  8.5721331559e-03  1.0403643335e-02  9.5955510286e-03
SC_42  9.8515237736e-03  8.6035011402e-03  1.0444437024e-02  9.6312155061e-03
