# type  value  stat. err
v4_L  1.2177063002e-02  8.8907676239e-04
v4(Psi2)  6.9934173977e-03  8.1964056425e-04
rho_422  4.9802183292e-01  6.2809268465e-02
chi_422  6.1826312076e-01  6.2252540226e-02
v5_L  5.5844877655e-03  6.3823589859e-04
v5(Psi23)  4.2782627708e-03  4.6396216206e-04
rho_523  6.0814700297e-01  7.5318677728e-02
chi_523  1.3143953877e+00  1.1072882256e-01
v6_L  1.4446992927e-05  1.8276732253e-06
v6(Psi2)  5.5061868020e-04  2.0112842747e-04
v6(Psi3)  1.1867677688e-03  3.9624771716e-04
rho_6222  1.5487585853e-01  5.7825443923e-02
rho_633  3.3380937423e-01  1.1440285009e-01
chi_6222  3.5226207498e-01  1.2389164450e-01
chi_633  7.6444149934e-01  2.4379552568e-01
