# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  9.0853706482e-03  1.9998411740e-03  -6.8135053020e-09  5.9990633160e-09
2  0.0000000000e+00  0.0000000000e+00  6.0416552552e-08  5.8508013888e-08
3  0.0000000000e+00  0.0000000000e+00  1.2930071429e-10  8.7093239139e-11
