# type  value  stat. err
v4_L  1.5163902857e-03  3.1242478350e-04
v4(Psi2)  9.8987643869e-04  2.4548625404e-04
rho_422  5.4662658907e-01  1.5156725770e-01
chi_422  1.1106602407e+00  2.3683827300e-01
v5_L  nan  nan
v5(Psi23)  5.6378232599e-05  2.4275568892e-04
rho_523  nan  nan
chi_523  9.1141534904e-01  3.9220634818e+00
v6_L  5.1929546322e-06  6.0810478641e-07
v6(Psi2)  1.2388020527e-04  1.6338625369e-04
v6(Psi3)  -3.7012964704e-04  3.6367404866e-04
rho_6222  2.6063557307e-01  4.3348075902e-01
rho_633  -7.7872774314e-01  1.0990930945e+00
chi_6222  3.2206537040e+00  4.2064505183e+00
chi_633  -2.3294496795e+01  2.1607828424e+01
