# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.4133049303e-03  1.7733258961e-03  -3.3437156520e-03  1.7021720139e-03
SC_42  -3.4134348198e-03  1.7734209110e-03  -3.3438427727e-03  1.7022637070e-03
