#correlator  value  value_err
4(24)  2.81960e-01  1.03924e-01
6(23)  -8.90022e-02  1.75659e-01
6(26)  -1.30106e-01  2.24500e-01
6(36)  6.61259e-02  2.54480e-01
(235)  1.97107e-01  1.75111e-01
(246)  5.83530e-02  1.01449e-01
(234)  2.52101e-01  2.37629e-01
