# type  value  stat. err
v4_L  1.8313121178e-03  5.3386548495e-04
v4(Psi2)  7.4308826629e-04  4.1544862628e-04
rho_422  3.7599383105e-01  2.2839320273e-01
chi_422  2.6890123328e+00  1.4853193183e+00
v5_L  nan  nan
v5(Psi23)  1.4064320647e-03  1.2972883458e-03
rho_523  1.3018379721e+00  1.5293413295e+00
chi_523  2.7926527292e+01  2.2160758385e+01
v6_L  6.3820640368e-06  1.1790809738e-06
v6(Psi2)  3.0994604960e-05  2.3941648006e-04
v6(Psi3)  3.4531243738e-04  1.4563996069e-03
rho_6222  inf  inf
rho_633  inf  inf
chi_6222  5.7006131076e+00  4.4029156135e+01
chi_633  1.1312074326e+01  4.7407867153e+01
