# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  5.8316099024e-09  4.1504533851e-09
2  9.0203969277e-03  1.4873513360e-03  -6.6206799397e-09  4.3666713262e-09
3  0.0000000000e+00  0.0000000000e+00  4.2483509007e-10  4.1342828240e-10
